pid,eid,probe,subject,neuron_id,acronym,firing_rate,dist_soma,combined_region,high_level_region,type
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,565,ORBl5,0.9784233584517653,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,572,ORBl5,1.8558500437004353,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,581,ORBl5,1.606686331299675,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,583,ORBl5,14.393328180809066,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,584,ORBl5,2.9433729603114185,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,590,ORBl5,1.8326989438258001,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,594,ORBl5,0.5194528034371247,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,597,ORBl5,0.8916067339218838,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,598,ORBl5,6.555812706999791,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,601,ORBl5,1.5337603666945745,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,607,ORBl5,11.083299676233114,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,608,ORBl5,55.24170757711208,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,614,ORBl5,25.30299460798242,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,617,ORBl5,3.463115152496976,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,624,ORBl5,4.000510058336943,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,626,ORBl5,0.8131823830965574,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,637,ORBl5,2.610286510865106,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,654,ORBl5,4.060413529262561,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,668,ORBl5,4.886329017290168,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,674,ORBl5,8.952530321521389,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,680,ORBl5,2.0743385487673036,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,687,ORBl5,7.374782865065007,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,688,ORBl5,4.285557975543387,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,707,ORBl5,2.3857208420811458,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,711,ORBl5,8.278833315169507,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,758,ORBl5,13.98094921429213,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,769,ORBl5,7.901180998464523,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,788,ORBl5,4.544271516642435,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,810,ORBl6a,0.9457224298788433,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,848,ORBl6a,1.6246284337025172,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,855,ORBl6a,2.3541774685019554,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,900,ORBl6a,3.9695454622546187,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,905,ORBl6a,4.31825890411631,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,963,ORBl6a,3.3664593105203746,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1069,MOs6a,1.5812201214375765,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1098,MOs6a,3.2802214634873588,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1101,MOs6b,2.833115847158469,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1135,MOs6a,5.481891061565156,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1136,MOs6a,6.001922642499147,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1137,MOs6a,4.204529125982165,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1141,MOs6a,4.440959733451876,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1150,MOs6a,10.324811766590383,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1169,MOs6a,1.0114136757731205,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1189,MOs6a,13.21204330970581,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1212,MOs6a,3.3713789192437345,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1225,MOs6a,15.936059598705063,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1227,MOs6a,2.068550773798645,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1242,MOs6a,27.046561817290872,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1246,MOs6a,0.7955296694421482,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1249,MOs6a,18.33972254318905,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1258,MOs6a,3.375140972973363,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1268,MOs6a,4.4701879970436025,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1275,MOs6a,10.765261441705315,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1277,MOs6a,4.038419984381658,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1284,MOs6a,12.64281564153822,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1298,MOs6a,14.515450232647767,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1300,MOs6a,1.7149177232135941,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1319,MOs6a,1.4926671644170972,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1323,MOs6a,2.300640550041862,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1327,MOs6a,12.914262287568317,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1328,MOs6a,2.1701262244986066,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1331,MOs6a,6.263819459830955,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1332,MOs6a,2.7729229874844177,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1344,MOs6a,1.2287446258462573,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1348,MOs6a,4.795460950282226,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1380,MOs5,14.780530326212338,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Secondary motor cortex,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1455,PIR,2.958710563978364,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Piriform,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1456,PIR,18.464449093763648,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Piriform,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1460,PIR,1.8176507289072872,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Piriform,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1467,PIR,10.600599243846974,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Piriform,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1469,PIR,2.294852775073203,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Piriform,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1470,PIR,2.865816775731391,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Piriform,Cortex,WS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1471,PIR,7.780505890367987,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Piriform,Cortex,NS
b7de18f4-31d4-4ec5-94ed-8303e9d17dcd,126cf6e8-fc3a-4fab-aad4-75772af0aa5d,probe01,ZFM-04811,1548,ORBl5,3.9683879072608867,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],Orbitofrontal cortex,Cortex,WS
